"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 28, 2016","95.34","95.39","95.66","95.28","14.83K","0.03"
"Sep 27, 2016","95.31","95.25","95.58","95.14","13.88K","0.11"
"Sep 26, 2016","95.21","95.39","95.44","95.02","10.78K","-0.19"
"Sep 23, 2016","95.39","95.31","95.61","95.28","16.22K","0.01"
"Sep 22, 2016","95.38","95.45","95.49","94.95","24.31K","-0.30"
"Sep 21, 2016","95.67","95.94","96.31","95.32","29.37K","-0.32"
"Sep 20, 2016","95.98","95.78","95.98","95.53","16.02K","0.22"
"Sep 19, 2016","95.77","96.03","96.05","95.79","0.67K","-0.35"
"Sep 16, 2016","96.11","95.26","96.12","95.23","14.90K","0.87"
"Sep 15, 2016","95.28","95.34","95.56","95.06","15.65K","-0.04"
"Sep 14, 2016","95.32","95.55","95.66","95.19","29.84K","-0.33"
"Sep 13, 2016","95.64","95.09","95.67","95.08","25.80K","0.58"
"Sep 12, 2016","95.09","95.31","95.45","94.92","31.11K","-0.25"
"Sep 09, 2016","95.33","94.97","95.58","94.82","30.82K","0.29"
"Sep 08, 2016","95.05","94.99","95.14","94.44","33.16K","0.11"
"Sep 07, 2016","94.95","94.82","95.05","94.67","16.52K","0.14"
"Sep 06, 2016","94.82","95.78","95.86","94.75","26.76K","-1.06"
"Sep 05, 2016","95.84","95.88","95.89","95.55","5.05K","0.00"
"Sep 02, 2016","95.84","95.65","95.97","95.17","34.95K","0.19"
"Sep 01, 2016","95.66","96.02","96.25","95.59","19.22K","-0.36"
"Aug 31, 2016","96.01","95.99","96.25","95.89","23.73K","-0.03"
"Aug 30, 2016","96.04","95.52","96.12","95.50","20.77K","0.52"
"Aug 29, 2016","95.54","95.55","95.81","95.44","17.79K","0.00"
"Aug 26, 2016","95.54","94.67","95.58","94.20","41.26K","0.84"
"Aug 25, 2016","94.74","94.76","94.80","94.56","7.78K","-0.01"
"Aug 24, 2016","94.75","94.55","94.87","94.47","13.90K","0.28"
"Aug 23, 2016","94.49","94.55","94.56","94.19","15.64K","-0.01"
"Aug 22, 2016","94.50","94.57","94.94","94.42","13.92K","0.02"
"Aug 19, 2016","94.48","94.18","94.60","94.18","24.05K","0.36"
"Aug 18, 2016","94.14","94.60","94.63","94.05","22.34K","-0.58"
"Aug 17, 2016","94.69","94.76","95.08","94.49","22.95K","-0.07"
"Aug 16, 2016","94.76","95.61","95.61","94.38","29.14K","-0.87"
"Aug 15, 2016","95.59","95.67","95.77","95.42","7.25K","-0.09"
"Aug 12, 2016","95.68","95.90","95.96","95.19","19.04K","-0.17"
"Aug 11, 2016","95.84","95.53","95.91","95.46","9.07K","0.24"
"Aug 10, 2016","95.61","96.08","96.08","95.38","16.39K","-0.54"
"Aug 09, 2016","96.13","96.31","96.47","96.02","12.05K","-0.22"
"Aug 08, 2016","96.34","96.19","96.42","96.09","6.38K","0.21"
"Aug 05, 2016","96.14","95.70","96.50","95.48","24.12K","0.44"
"Aug 04, 2016","95.72","95.49","95.88","95.39","13.79K","0.20"
"Aug 03, 2016","95.53","95.08","95.55","95.08","12.68K","0.57"
"Aug 02, 2016","94.99","95.70","95.81","94.94","21.50K","-0.72"
"Aug 01, 2016","95.68","95.49","95.77","95.46","11.37K","0.20"
"Jul 29, 2016","95.49","96.59","96.70","95.33","35.78K","-1.27"
"Jul 28, 2016","96.72","96.64","96.76","96.25","22.98K","-0.33"
"Jul 27, 2016","97.04","97.17","97.54","96.71","18.21K","-0.13"
"Jul 26, 2016","97.17","97.31","97.34","96.89","10.59K","-0.16"
"Jul 25, 2016","97.33","97.45","97.62","97.25","11.32K","-0.19"
"Jul 22, 2016","97.52","96.89","97.58","96.86","19.03K","0.48"
"Jul 21, 2016","97.05","97.15","97.28","96.77","24.81K","-0.22"
"Jul 20, 2016","97.26","97.10","97.37","97.01","22.25K","0.15"
"Jul 19, 2016","97.11","96.59","97.19","96.53","24.23K","0.54"
"Jul 18, 2016","96.59","96.61","96.71","96.45","11.29K","0.03"
"Jul 15, 2016","96.56","96.15","96.75","95.92","22.81K","0.48"
"Jul 14, 2016","96.10","96.31","96.42","95.84","13.96K","-0.11"
"Jul 13, 2016","96.21","96.56","96.60","96.09","12.26K","-0.29"
"Jul 12, 2016","96.49","96.55","96.66","96.08","18.97K","-0.10"
"Jul 11, 2016","96.59","96.35","96.81","96.28","11.61K","0.27"
"Jul 08, 2016","96.33","96.32","96.72","95.78","29.46K","-0.05"
"Jul 07, 2016","96.38","96.12","96.39","95.99","16.06K","0.26"
"Jul 06, 2016","96.13","96.33","96.63","96.05","31.23K","-0.14"
"Jul 05, 2016","96.26","95.62","96.34","95.38","21.41K","0.57"
"Jul 04, 2016","95.71","95.75","95.96","95.56","5.39K","0.00"
"Jul 01, 2016","95.71","95.95","96.17","95.48","21.14K","-0.51"
"Jun 30, 2016","96.20","95.70","96.48","95.52","40.03K","0.41"
"Jun 29, 2016","95.81","96.14","96.27","95.62","20.24K","-0.54"
"Jun 28, 2016","96.33","96.56","96.57","95.92","20.69K","-0.38"
"Jun 27, 2016","96.70","96.11","96.86","95.94","28.57K","1.18"
"Jun 24, 2016","95.57","93.75","96.70","93.73","66.05K","2.18"
"Jun 23, 2016","93.53","93.62","93.67","93.03","29.25K","-0.25"
"Jun 22, 2016","93.76","94.12","94.18","93.50","15.47K","-0.32"
"Jun 21, 2016","94.06","93.62","94.19","93.47","19.21K","0.41"
"Jun 20, 2016","93.68","94.06","94.06","93.55","20.69K","-0.70"
"Jun 17, 2016","94.34","94.49","94.74","94.17","23.07K","-0.39"
"Jun 16, 2016","94.71","94.66","95.53","94.26","40.52K","0.03"
"Jun 15, 2016","94.68","95.02","95.15","94.42","23.62K","-0.38"
"Jun 14, 2016","95.04","94.48","95.14","94.39","22.52K","0.68"
"Jun 13, 2016","94.40","94.68","94.75","94.45","2.30K","-0.17"
"Jun 10, 2016","94.56","94.14","94.72","94.06","21.51K","0.65"
"Jun 09, 2016","93.95","93.53","94.11","93.44","22.65K","0.40"
"Jun 08, 2016","93.58","93.87","93.87","93.41","35.80K","-0.27"
"Jun 07, 2016","93.83","93.98","94.08","93.75","20.41K","-0.06"
"Jun 06, 2016","93.89","93.94","94.27","93.74","30.34K","-0.15"
"Jun 03, 2016","94.03","95.56","95.64","93.86","34.59K","-1.61"
"Jun 02, 2016","95.57","95.40","95.58","95.15","17.54K","0.12"
"Jun 01, 2016","95.46","95.80","95.91","95.34","19.51K","-0.44"
"May 31, 2016","95.88","95.60","95.89","95.45","17.72K","0.40"
"May 30, 2016","95.50","95.76","95.96","95.67","8.30K","0.00"
"May 27, 2016","95.50","95.15","95.77","95.08","18.43K","0.36"
"May 26, 2016","95.16","95.40","95.41","94.92","18.58K","-0.19"
"May 25, 2016","95.34","95.65","95.67","95.32","11.33K","-0.25"
"May 24, 2016","95.58","95.28","95.67","95.20","13.64K","0.38"
"May 23, 2016","95.22","95.31","95.47","95.11","11.76K","-0.13"
"May 20, 2016","95.34","95.30","95.47","95.18","10.92K","0.05"
"May 19, 2016","95.29","95.19","95.51","95.12","22.69K","0.24"
"May 18, 2016","95.06","94.53","95.23","94.51","24.26K","0.56"
"May 17, 2016","94.53","94.55","94.74","94.31","11.83K","-0.02"
"May 16, 2016","94.55","94.61","94.67","94.38","13.13K","-0.04"
"May 13, 2016","94.59","94.15","94.84","94.10","23.16K","0.49"
"May 12, 2016","94.13","93.82","94.16","93.78","18.76K","0.36"
"May 11, 2016","93.79","94.22","94.22","93.65","18.92K","-0.51"
"May 10, 2016","94.27","94.13","94.33","94.02","13.36K","0.17"
"May 09, 2016","94.11","93.87","94.19","93.80","14.01K","0.24"
"May 06, 2016","93.88","93.75","93.95","93.08","21.44K","0.11"
"May 05, 2016","93.78","93.24","93.86","93.17","18.22K","0.63"
"May 04, 2016","93.19","92.95","93.36","92.83","30.46K","0.28"
"May 03, 2016","92.93","92.62","93.03","91.88","31.40K","0.33"
"May 02, 2016","92.62","93.00","93.06","92.50","22.40K","-0.46"
"Apr 29, 2016","93.05","93.72","93.72","92.97","32.88K","-0.73"
"Apr 28, 2016","93.73","94.35","94.57","93.67","29.79K","-0.68"
"Apr 27, 2016","94.37","94.50","94.82","94.09","26.14K","-0.18"
"Apr 26, 2016","94.54","94.73","94.78","94.16","21.39K","-0.27"
"Apr 25, 2016","94.80","95.05","95.10","94.65","15.04K","-0.29"
"Apr 22, 2016","95.08","94.61","95.18","94.44","21.34K","0.54"
"Apr 21, 2016","94.57","94.51","94.69","93.84","44.40K","0.11"
"Apr 20, 2016","94.47","94.09","94.56","93.90","15.59K","0.55"
"Apr 19, 2016","93.95","94.50","94.53","93.89","17.53K","-0.54"
"Apr 18, 2016","94.46","94.69","94.81","94.36","14.29K","-0.24"
"Apr 15, 2016","94.69","94.91","95.04","94.48","16.30K","-0.23"
"Apr 14, 2016","94.91","94.83","95.21","94.69","23.23K","0.16"
"Apr 13, 2016","94.76","94.05","94.83","94.00","26.03K","0.87"
"Apr 12, 2016","93.94","93.98","94.39","93.62","23.99K","0.00"
"Apr 11, 2016","93.94","94.15","94.35","93.75","20.71K","-0.33"
"Apr 08, 2016","94.25","94.58","94.70","94.09","19.26K","-0.26"
"Apr 07, 2016","94.50","94.45","94.67","94.03","26.25K","0.06"
"Apr 06, 2016","94.44","94.64","95.08","94.24","32.36K","-0.21"
"Apr 05, 2016","94.64","94.61","94.99","94.45","21.14K","0.13"
"Apr 04, 2016","94.52","94.56","94.83","94.42","11.47K","-0.11"
"Apr 01, 2016","94.62","94.62","95.10","94.33","28.25K","0.04"
"Mar 31, 2016","94.58","94.85","95.02","94.30","20.68K","-0.25"
"Mar 30, 2016","94.82","95.19","95.22","94.56","26.87K","-0.35"
"Mar 29, 2016","95.15","95.94","96.23","95.08","30.02K","-0.82"
"Mar 28, 2016","95.94","96.27","96.42","95.84","10.60K","-0.24"
"Mar 24, 2016","96.17","96.09","96.39","96.06","13.12K","0.11"
"Mar 23, 2016","96.06","95.64","96.24","95.63","14.47K","0.44"
"Mar 22, 2016","95.64","95.44","95.75","95.28","20.35K","0.36"
"Mar 21, 2016","95.30","95.10","95.41","95.02","12.49K","0.19"
"Mar 18, 2016","95.12","94.80","95.19","94.61","20.39K","0.34"
"Mar 17, 2016","94.80","95.78","95.86","94.67","30.54K","-1.17"
"Mar 16, 2016","95.92","96.66","97.09","95.56","30.94K","-0.78"
"Mar 15, 2016","96.67","96.65","96.91","96.49","12.48K","0.16"
"Mar 14, 2016","96.52","96.30","96.50","96.17","1.29K","0.36"
"Mar 11, 2016","96.17","96.17","96.70","95.94","16.88K","0.11"
"Mar 10, 2016","96.06","97.30","98.43","95.94","52.91K","-1.13"
"Mar 09, 2016","97.16","97.26","97.58","96.94","27.94K","-0.05"
"Mar 08, 2016","97.21","97.07","97.28","96.89","16.22K","0.13"
"Mar 07, 2016","97.08","97.33","97.70","97.05","14.49K","-0.27"
"Mar 04, 2016","97.34","97.64","98.05","97.03","33.76K","-0.27"
"Mar 03, 2016","97.60","98.23","98.36","97.46","22.22K","-0.63"
"Mar 02, 2016","98.22","98.33","98.59","98.15","14.51K","-0.14"
"Mar 01, 2016","98.36","98.20","98.58","98.11","19.34K","0.14"
"Feb 29, 2016","98.22","98.18","98.39","97.83","19.93K","0.05"
"Feb 26, 2016","98.17","97.34","98.28","97.11","26.71K","0.91"
"Feb 25, 2016","97.28","97.54","97.73","97.22","15.81K","-0.18"
"Feb 24, 2016","97.46","97.48","97.92","97.24","27.97K","-0.02"
"Feb 23, 2016","97.48","97.35","97.58","97.15","14.12K","0.09"
"Feb 22, 2016","97.39","96.75","97.61","96.72","15.60K","0.82"
"Feb 19, 2016","96.60","96.75","97.26","96.58","17.97K","-0.37"
"Feb 18, 2016","96.96","96.83","97.10","96.70","13.50K","0.17"
"Feb 17, 2016","96.80","96.98","97.11","96.64","14.19K","-0.08"
"Feb 16, 2016","96.88","96.64","97.00","96.40","17.32K","0.94"
"Feb 15, 2016","95.98","96.12","96.91","96.07","13.39K","0.00"
"Feb 12, 2016","95.98","95.69","96.25","95.55","27.58K","0.38"
"Feb 11, 2016","95.62","95.69","95.90","95.28","49.09K","-0.33"
"Feb 10, 2016","95.94","96.03","96.77","95.78","35.60K","-0.16"
"Feb 09, 2016","96.09","96.69","96.85","95.67","41.04K","-0.51"
"Feb 08, 2016","96.58","97.05","97.50","96.56","31.57K","-0.48"
"Feb 05, 2016","97.05","96.55","97.31","96.04","42.34K","0.58"
"Feb 04, 2016","96.49","97.19","97.48","96.27","48.43K","-0.83"
"Feb 03, 2016","97.30","98.84","98.95","96.89","60.54K","-1.61"
"Feb 02, 2016","98.89","99.03","99.11","98.79","19.63K","-0.14"
"Feb 01, 2016","99.03","99.70","99.75","98.95","27.83K","-0.62"
"Jan 29, 2016","99.65","98.68","99.88","98.60","53.80K","1.13"
"Jan 28, 2016","98.54","99.00","99.15","98.45","34.54K","-0.41"
"Jan 27, 2016","98.95","99.13","99.23","98.75","30.07K","-0.18"
"Jan 26, 2016","99.13","99.39","99.50","99.06","19.42K","-0.28"
"Jan 25, 2016","99.41","99.64","99.66","99.28","16.69K","-0.24"
"Jan 22, 2016","99.65","99.28","99.67","99.19","26.44K","0.52"
"Jan 21, 2016","99.13","99.27","99.95","98.98","68.45K","-0.04"
"Jan 20, 2016","99.17","99.08","99.26","98.68","33.76K","0.13"
"Jan 19, 2016","99.04","99.25","99.39","98.92","24.18K","0.02"
"Jan 18, 2016","99.02","99.02","99.28","98.92","9.91K","0.00"
"Jan 15, 2016","99.02","99.12","99.19","98.42","46.07K","-0.14"
"Jan 14, 2016","99.16","98.92","99.33","98.65","38.49K","0.18"
"Jan 13, 2016","98.98","99.11","99.39","98.91","27.27K","-0.04"
"Jan 12, 2016","99.02","98.94","99.34","98.64","27.24K","0.24"
"Jan 11, 2016","98.78","98.33","98.97","98.14","32.09K","0.18"
"Jan 08, 2016","98.60","98.42","99.30","98.38","40.22K","0.34"
"Jan 07, 2016","98.27","99.33","99.39","98.24","39.14K","-1.01"
"Jan 06, 2016","99.27","99.52","99.75","99.19","29.73K","-0.23"
"Jan 05, 2016","99.50","98.91","99.73","98.86","38.36K","0.54"
"Jan 04, 2016","98.97","98.76","99.30","98.11","39.01K","0.22"
"Dec 31, 2015","98.75","98.26","98.84","98.25","18.78K","0.41"
"Dec 30, 2015","98.35","98.31","98.50","98.19","9.83K","0.18"
"Dec 29, 2015","98.17","97.92","98.47","97.84","17.18K","0.22"
"Dec 28, 2015","97.95","97.97","98.06","97.83","10.77K","-0.07"
"Dec 24, 2015","98.02","98.39","98.39","97.94","9.15K","-0.36"
"Dec 23, 2015","98.37","98.22","98.67","98.21","16.79K","0.13"
"Dec 22, 2015","98.24","98.50","98.52","98.00","17.75K","-0.13"
"Dec 21, 2015","98.37","98.78","98.86","98.30","20.93K","-0.36"
"Dec 18, 2015","98.73","99.05","99.29","98.67","29.69K","-0.59"
"Dec 17, 2015","99.32","98.66","99.34","98.64","30.97K","1.47"
"Dec 16, 2015","97.88","98.18","98.64","97.62","47.39K","-0.42"
"Dec 15, 2015","98.29","97.66","98.35","97.22","24.92K","0.84"
"Dec 14, 2015","97.47","97.72","97.87","97.56","0.90K","-0.08"
"Dec 11, 2015","97.55","97.98","98.19","97.33","14.99K","-0.42"
"Dec 10, 2015","97.96","97.36","97.98","97.36","39.19K","0.65"
"Dec 09, 2015","97.33","98.48","98.51","97.21","49.35K","-1.16"
"Dec 08, 2015","98.47","98.75","98.77","98.36","23.94K","-0.20"
"Dec 07, 2015","98.67","98.33","98.91","98.27","29.00K","0.34"
"Dec 04, 2015","98.34","98.02","98.61","97.75","55.18K","0.73"
"Dec 03, 2015","97.63","100.09","100.60","97.59","125.22K","-2.39"
"Dec 02, 2015","100.02","99.87","100.55","99.83","37.70K","0.18"
"Dec 01, 2015","99.84","100.25","100.25","99.75","26.91K","-0.37"
"Nov 30, 2015","100.21","100.11","100.36","100.02","22.10K","0.14"
"Nov 27, 2015","100.07","99.93","100.25","99.70","14.13K","0.24"
"Nov 26, 2015","99.83","99.78","99.96","99.77","6.29K","0.00"
"Nov 25, 2015","99.83","99.61","100.23","99.36","6.29K","0.24"
"Nov 24, 2015","99.59","99.78","99.84","99.52","23.23K","-0.27"
"Nov 23, 2015","99.86","99.68","100.06","99.58","28.30K","0.24"
"Nov 20, 2015","99.62","99.18","99.70","99.08","30.33K","0.57"
"Nov 19, 2015","99.06","99.47","99.52","98.80","39.26K","-0.69"
"Nov 18, 2015","99.75","99.75","99.97","99.40","32.85K","0.05"
"Nov 17, 2015","99.70","99.47","99.83","99.45","27.70K","0.16"
"Nov 16, 2015","99.54","99.06","99.55","98.97","31.58K","0.44"
"Nov 13, 2015","99.10","98.64","99.30","98.62","35.04K","0.40"
"Nov 12, 2015","98.71","98.89","99.39","98.50","44.54K","-0.45"
"Nov 11, 2015","99.16","99.20","99.33","98.88","27.96K","-0.23"
"Nov 10, 2015","99.39","99.10","99.60","99.05","23.42K","0.31"
"Nov 09, 2015","99.08","99.38","99.43","98.91","26.61K","-0.18"
"Nov 06, 2015","99.26","98.06","99.47","98.00","49.53K","1.23"
"Nov 05, 2015","98.05","98.02","98.24","97.86","27.04K","0.02"
"Nov 04, 2015","98.03","97.33","98.15","97.30","29.91K","0.81"
"Nov 03, 2015","97.24","97.00","97.57","96.84","19.06K","0.25"
"Nov 02, 2015","97.00","96.81","97.04","96.71","16.59K","-0.02"
"Oct 30, 2015","97.02","97.30","97.44","96.65","41.18K","-0.35"
"Oct 29, 2015","97.36","97.70","97.80","97.31","34.76K","-0.51"
"Oct 28, 2015","97.86","97.05","97.89","96.51","47.24K","0.90"
"Oct 27, 2015","96.99","96.89","97.06","96.62","27.19K","0.04"
"Oct 26, 2015","96.95","97.23","97.25","96.78","24.11K","-0.30"
"Oct 23, 2015","97.24","96.59","97.30","96.22","46.04K","0.82"
"Oct 22, 2015","96.45","95.05","96.50","94.98","52.44K","1.45"
"Oct 21, 2015","95.07","94.86","95.09","94.75","16.14K","0.14"
"Oct 20, 2015","94.94","94.97","94.98","94.63","16.71K","-0.01"
"Oct 19, 2015","94.95","94.72","95.05","94.59","19.11K","0.38"
"Oct 16, 2015","94.59","94.59","94.81","94.42","20.54K","0.17"
"Oct 15, 2015","94.43","93.98","94.62","93.83","33.34K","0.50"
"Oct 14, 2015","93.96","94.79","94.80","93.86","36.03K","-0.88"
"Oct 13, 2015","94.79","94.96","95.03","94.58","21.23K","0.02"
"Oct 12, 2015","94.77","94.94","94.94","94.67","15.58K","-0.12"
"Oct 09, 2015","94.88","95.35","95.42","94.75","31.77K","-0.56"
"Oct 08, 2015","95.41","95.67","95.72","95.05","28.54K","-0.18"
"Oct 07, 2015","95.58","95.58","95.80","95.42","21.73K","0.02"
"Oct 06, 2015","95.56","96.17","96.28","95.49","19.19K","-0.71"
"Oct 05, 2015","96.24","96.02","96.30","95.55","23.98K","0.28"
"Oct 02, 2015","95.97","96.25","96.51","95.30","50.49K","-0.37"
"Oct 01, 2015","96.33","96.40","96.64","96.09","20.39K","-0.16"
"Sep 30, 2015","96.48","96.06","96.56","95.98","24.12K","0.51"
"Sep 29, 2015","95.99","96.19","96.39","95.83","28.19K","-0.20"
"Sep 28, 2015","96.18","96.36","96.67","96.03","28.67K","-0.26"
"Sep 25, 2015","96.43","96.39","96.88","96.27","43.89K","0.29"
"Sep 24, 2015","96.15","96.36","96.47","95.58","49.55K","-0.06"
"Sep 23, 2015","96.21","96.53","96.72","96.19","40.60K","-0.25"
"Sep 22, 2015","96.45","96.07","96.58","95.91","30.28K","0.44"
"Sep 21, 2015","96.03","95.44","96.14","95.18","36.50K","1.08"
"Sep 18, 2015","95.00","94.75","95.53","94.19","35.46K","0.34"
"Sep 17, 2015","94.68","95.45","95.53","94.48","48.96K","-0.91"
"Sep 16, 2015","95.55","95.77","96.01","95.30","26.77K","-0.24"
"Sep 15, 2015","95.78","95.46","95.85","95.28","22.34K","0.44"
"Sep 14, 2015","95.36","95.17","95.36","94.94","0.51K","0.18"
"Sep 11, 2015","95.19","95.53","95.67","95.11","22.97K","-0.26"
"Sep 10, 2015","95.44","95.89","96.21","95.39","39.62K","-0.59"
"Sep 09, 2015","96.01","95.86","96.42","95.86","57.44K","0.02"
"Sep 08, 2015","95.99","96.22","96.25","95.73","40.38K","-0.26"
"Sep 07, 2015","96.24","96.19","96.44","96.05","13.42K","0.00"
"Sep 04, 2015","96.24","96.40","96.59","95.66","44.76K","-0.19"
"Sep 03, 2015","96.42","96.01","96.64","95.81","56.01K","0.61"
"Sep 02, 2015","95.84","95.45","95.97","95.45","46.44K","0.41"
"Sep 01, 2015","95.45","95.89","95.89","95.21","53.68K","-0.42"
"Aug 31, 2015","95.85","96.19","96.26","95.64","36.27K","-0.30"
"Aug 28, 2015","96.14","95.81","96.36","95.40","45.74K","0.51"
"Aug 27, 2015","95.65","95.21","96.06","95.02","55.51K","0.55"
"Aug 26, 2015","95.13","93.78","95.47","93.73","81.42K","0.62"
"Aug 25, 2015","94.54","93.52","94.72","93.50","82.43K","1.26"
"Aug 24, 2015","93.36","94.88","94.96","92.52","142.82K","-1.73"
"Aug 21, 2015","95.00","95.78","95.81","94.81","61.65K","-1.04"
"Aug 20, 2015","96.00","96.47","96.59","95.72","47.78K","-0.38"
"Aug 19, 2015","96.37","97.03","97.11","96.34","44.76K","-0.72"
"Aug 18, 2015","97.07","96.84","97.10","96.69","25.30K","0.27"
"Aug 17, 2015","96.81","96.57","96.96","96.53","31.63K","0.29"
"Aug 14, 2015","96.53","96.36","96.69","96.11","41.61K","0.07"
"Aug 13, 2015","96.46","96.37","96.84","96.14","36.25K","0.17"
"Aug 12, 2015","96.30","97.23","97.38","95.94","68.81K","-1.06"
"Aug 11, 2015","97.33","97.24","97.64","96.91","44.82K","0.13"
"Aug 10, 2015","97.20","97.66","97.97","97.08","34.74K","-0.43"
"Aug 07, 2015","97.62","97.92","98.42","97.36","58.35K","-0.30"
"Aug 06, 2015","97.91","97.95","98.26","97.69","26.78K","-0.12"
"Aug 05, 2015","98.03","98.08","98.33","97.66","47.15K","0.01"
"Aug 04, 2015","98.02","97.61","98.11","97.31","37.13K","0.41"
"Aug 03, 2015","97.62","97.31","97.69","97.25","30.07K","0.18"
"Jul 31, 2015","97.44","97.56","97.72","96.38","60.53K","-0.26"
"Jul 30, 2015","97.69","97.27","97.89","97.25","35.19K","0.63"
"Jul 29, 2015","97.08","96.70","97.35","96.56","31.98K","0.23"
"Jul 28, 2015","96.86","96.66","97.08","96.56","24.18K","0.26"
"Jul 27, 2015","96.61","97.36","97.41","96.36","48.48K","-0.76"
"Jul 24, 2015","97.35","97.30","97.75","97.22","27.60K","0.12"
"Jul 23, 2015","97.23","97.60","97.64","96.95","41.75K","-0.50"
"Jul 22, 2015","97.72","97.45","97.94","97.22","35.54K","0.30"
"Jul 21, 2015","97.43","98.15","98.30","97.22","43.42K","-0.74"
"Jul 20, 2015","98.16","98.09","98.31","97.86","26.10K","0.17"
"Jul 17, 2015","97.99","97.75","98.10","97.54","27.10K","0.18"
"Jul 16, 2015","97.81","97.35","97.92","97.31","39.39K","0.54"
"Jul 15, 2015","97.28","96.81","97.44","96.67","42.32K","0.52"
"Jul 14, 2015","96.78","97.09","97.22","96.30","29.55K","-0.23"
"Jul 13, 2015","97.00","96.06","97.03","95.73","46.05K","0.86"
"Jul 10, 2015","96.17","96.55","96.60","95.56","46.50K","-0.64"
"Jul 09, 2015","96.79","96.44","96.94","96.11","32.28K","0.33"
"Jul 08, 2015","96.47","96.91","97.09","96.20","39.48K","-0.63"
"Jul 07, 2015","97.08","96.50","97.45","96.49","50.12K","0.62"
"Jul 06, 2015","96.48","96.77","96.87","96.19","38.44K","0.20"
"Jul 03, 2015","96.29","96.25","96.42","96.04","9.53K","0.00"
"Jul 02, 2015","96.29","96.58","96.67","96.03","40.95K","-0.23"
"Jul 01, 2015","96.51","95.80","96.56","95.64","45.91K","0.89"
"Jun 30, 2015","95.66","95.19","95.89","95.02","40.81K","0.75"
"Jun 29, 2015","94.95","96.41","96.69","94.85","72.74K","-0.73"
"Jun 26, 2015","95.65","95.36","95.86","95.28","33.08K","0.27"
"Jun 25, 2015","95.39","95.42","95.70","95.26","26.73K","-0.03"
"Jun 24, 2015","95.42","95.58","95.73","95.12","35.30K","-0.23"
"Jun 23, 2015","95.64","94.50","95.89","94.48","47.35K","1.18"
"Jun 22, 2015","94.52","94.28","94.64","93.99","30.43K","0.27"
"Jun 19, 2015","94.27","94.20","94.69","94.09","28.08K","0.03"
"Jun 18, 2015","94.24","94.35","94.44","93.30","52.56K","-0.26"
"Jun 17, 2015","94.49","95.27","95.59","94.31","58.26K","-0.81"
"Jun 16, 2015","95.26","95.12","95.50","94.81","35.49K","0.14"
"Jun 15, 2015","95.13","95.16","95.36","95.00","1.76K","0.15"
"Jun 12, 2015","94.99","95.10","95.67","94.67","36.25K","0.01"
"Jun 11, 2015","94.98","94.74","95.63","94.64","37.63K","0.35"
"Jun 10, 2015","94.65","95.10","95.25","94.30","82.06K","-0.55"
"Jun 09, 2015","95.17","95.27","95.61","94.86","52.05K","-0.16"
"Jun 08, 2015","95.32","96.44","96.59","95.08","57.54K","-1.08"
"Jun 05, 2015","96.36","95.72","96.95","95.24","74.99K","0.91"
"Jun 04, 2015","95.49","95.43","95.62","94.67","62.38K","-0.02"
"Jun 03, 2015","95.51","96.00","96.58","95.23","75.83K","-0.39"
"Jun 02, 2015","95.88","97.53","97.61","95.71","86.88K","-1.63"
"Jun 01, 2015","97.47","96.99","97.76","96.97","50.33K","0.49"
"May 29, 2015","96.99","97.02","97.27","96.83","49.48K","-0.07"
"May 28, 2015","97.06","97.38","97.76","97.01","64.03K","-0.42"
"May 27, 2015","97.47","97.31","97.88","97.00","55.13K","0.06"
"May 26, 2015","97.41","96.54","97.47","96.53","62.43K","1.35"
"May 25, 2015","96.11","96.43","96.57","96.25","10.91K","0.00"
"May 22, 2015","96.11","95.46","96.36","94.88","65.47K","0.82"
"May 21, 2015","95.33","95.64","95.75","95.05","39.46K","-0.19"
"May 20, 2015","95.51","95.39","95.94","95.33","52.44K","0.16"
"May 19, 2015","95.36","94.13","95.56","94.13","62.67K","1.16"
"May 18, 2015","94.27","93.31","94.32","93.28","36.97K","1.17"
"May 15, 2015","93.18","93.47","94.08","93.17","41.58K","-0.34"
"May 14, 2015","93.50","93.73","93.82","93.16","53.55K","-0.15"
"May 13, 2015","93.64","94.61","94.67","93.50","40.88K","-1.03"
"May 12, 2015","94.61","95.15","95.25","94.31","32.14K","-0.52"
"May 11, 2015","95.10","94.88","95.34","94.86","27.36K","0.21"
"May 08, 2015","94.90","94.75","95.17","94.25","57.61K","0.16"
"May 07, 2015","94.75","94.25","94.94","93.97","43.63K","0.62"
"May 06, 2015","94.17","95.30","95.34","93.96","77.82K","-1.08"
"May 05, 2015","95.20","95.59","96.09","95.00","48.16K","-0.46"
"May 04, 2015","95.64","95.40","95.78","95.18","29.21K","0.21"
"May 01, 2015","95.44","94.94","95.55","94.60","53.21K","0.77"
"Apr 30, 2015","94.71","95.31","95.54","94.47","83.92K","-0.64"
"Apr 29, 2015","95.32","96.25","96.30","94.75","101.56K","-0.90"
"Apr 28, 2015","96.19","96.95","97.10","96.11","52.16K","-0.77"
"Apr 27, 2015","96.94","97.12","97.46","96.62","40.08K","-0.16"
"Apr 24, 2015","97.10","97.53","97.74","96.90","53.91K","-0.36"
"Apr 23, 2015","97.45","98.23","98.64","97.33","47.03K","-0.70"
"Apr 22, 2015","98.14","98.18","98.35","97.61","34.95K","-0.06"
"Apr 21, 2015","98.20","98.08","98.69","97.83","38.93K","0.04"
"Apr 20, 2015","98.16","97.60","98.31","97.52","35.00K","0.46"
