date,price,tag
2017-09-06,4376.59,btc
2017-09-07,4589.14,btc
2017-09-08,4605.16,btc
2017-09-09,4229.81,btc
2017-09-10,4229.34,btc
2017-09-11,4122.47,btc
2017-09-12,4168.88,btc
2017-09-13,4131.98,btc
2017-09-14,3875.37,btc
2017-09-15,3166.3,btc
2017-09-16,3637.75,btc
2017-09-17,3606.28,btc
2017-09-18,3591.09,btc
2017-09-19,4073.79,btc
2017-09-20,3916.36,btc
2017-09-21,3901.47,btc
2017-09-22,3628.02,btc
2017-09-23,3629.92,btc
2017-09-24,3796.15,btc
2017-09-25,3681.58,btc
2017-09-26,3928.41,btc
2017-09-27,3892.94,btc
2017-09-28,4197.13,btc
2017-09-29,4171.62,btc
2017-09-30,4166.11,btc
2017-10-01,4341.05,btc
2017-10-02,4395.81,btc
2017-10-03,4408.46,btc
2017-10-04,4319.37,btc
2017-10-05,4229.88,btc
2017-10-06,4324.46,btc
2017-10-07,4369.35,btc
2017-10-08,4429.67,btc
2017-10-09,4614.52,btc
2017-10-10,4776.21,btc
2017-10-11,4789.25,btc
2017-10-12,4829.58,btc
2017-10-13,5464.16,btc
2017-10-14,5643.53,btc
2017-10-15,5835.96,btc
2017-10-16,5687.57,btc
2017-10-17,5741.58,btc
2017-10-18,5603.82,btc
2017-10-19,5583.74,btc
2017-10-20,5708.11,btc
2017-10-21,5996.79,btc
2017-10-22,6036.66,btc
2017-10-23,6006.0,btc
2017-10-24,5935.52,btc
2017-10-25,5524.6,btc
2017-10-26,5747.95,btc
2017-10-27,5899.74,btc
2017-10-28,5787.82,btc
2017-10-29,5754.44,btc
2017-10-30,6114.85,btc
2017-10-31,6132.02,btc
2017-11-01,6440.97,btc
2017-11-02,6777.77,btc
2017-11-03,7087.53,btc
2017-11-04,7164.48,btc
2017-11-05,7404.52,btc
2017-11-06,7403.22,btc
2017-11-07,7023.1,btc
2017-11-08,7141.38,btc
2017-11-09,7446.83,btc
2017-11-10,7173.73,btc
2017-11-11,6618.61,btc
2017-11-12,6295.45,btc
2017-11-13,5938.25,btc
2017-11-14,6561.48,btc
2017-11-15,6634.76,btc
2017-11-16,7323.24,btc
2017-11-17,7853.57,btc
2017-11-18,7697.21,btc
2017-11-19,7766.03,btc
2017-11-20,8039.07,btc
2017-11-21,8205.74,btc
2017-11-22,8077.95,btc
2017-11-23,8232.38,btc
2017-11-24,8074.02,btc
2017-11-25,8241.71,btc
2017-11-26,8789.04,btc
2017-11-27,9352.72,btc
2017-11-28,9823.43,btc
2017-11-29,10077.4,btc
2017-11-30,9906.79,btc
2017-12-01,10198.6,btc
2017-12-02,10978.3,btc
2017-12-03,11082.7,btc
2017-12-04,11315.4,btc
2017-12-05,11685.7,btc
2017-12-06,11923.4,btc
2017-12-07,14266.1,btc
2017-12-08,17802.9,btc
2017-12-09,16523.3,btc
2017-12-10,15168.4,btc
2017-12-11,15427.4,btc
2017-12-12,16919.8,btc
2017-12-13,17500.0,btc
2017-12-14,16384.6,btc
2017-12-15,16601.3,btc
2017-12-16,17760.3,btc
2017-12-17,19475.8,btc
2017-12-18,19106.4,btc
2017-12-19,19118.3,btc
2017-12-20,17760.3,btc
2017-12-21,16642.4,btc
2017-12-22,15898.0,btc
2017-12-23,13948.7,btc
2017-12-24,14608.2,btc
2017-12-25,13995.9,btc
2017-12-26,14036.6,btc
2017-12-27,16163.5,btc
2017-12-28,15864.1,btc
2017-12-29,14695.8,btc
2017-12-30,14681.9,btc
2017-12-31,12897.7,btc
2018-01-01,14112.2,btc
2018-01-02,13625.0,btc
2018-01-03,14978.2,btc
2018-01-04,15270.7,btc
2018-01-05,15477.2,btc
2018-01-06,17462.1,btc
2018-01-07,17527.3,btc
2018-01-08,16476.2,btc
2018-01-09,15123.7,btc
2018-01-10,14588.5,btc
2018-01-11,14968.2,btc
2018-01-12,13453.9,btc
2018-01-13,13952.4,btc
2018-01-14,14370.8,btc
2018-01-15,13767.3,btc
2018-01-16,13836.1,btc
2018-01-17,11431.1,btc
2018-01-18,11198.8,btc
2018-01-19,11429.8,btc
2018-01-20,11656.2,btc
2018-01-21,12889.2,btc
2018-01-22,11633.1,btc
2018-01-23,10944.5,btc
2018-01-24,10903.4,btc
2018-01-25,11421.7,btc
2018-01-26,11256.0,btc
2018-01-27,11174.9,btc
2018-01-28,11475.3,btc
2018-01-29,11755.5,btc
2018-01-30,11306.8,btc
2018-01-31,10108.2,btc
2018-02-01,10237.3,btc
2018-02-02,9142.28,btc
2018-02-03,8852.12,btc
2018-02-04,9175.7,btc
2018-02-05,8270.54,btc
2018-02-06,7051.75,btc
2018-02-07,7755.49,btc
2018-02-08,7637.86,btc
2018-02-09,8271.84,btc
2018-02-10,8720.08,btc
2018-02-11,8616.13,btc
2018-02-12,8141.43,btc
2018-02-13,8926.72,btc
2018-02-14,8599.92,btc
2018-02-15,9488.32,btc
2018-02-16,10135.7,btc
2018-02-17,10207.5,btc
2018-02-18,11123.4,btc
2018-02-19,10552.6,btc
2018-02-20,11231.8,btc
2018-02-21,11372.2,btc
2018-02-22,10660.4,btc
2018-02-23,9937.07,btc
2018-02-24,10287.7,btc
2018-02-25,9796.42,btc
2018-02-26,9669.43,btc
2018-02-27,10393.9,btc
2018-02-28,10687.2,btc
2018-03-01,10385.0,btc
2018-03-02,10977.4,btc
2018-03-03,11101.9,btc
2018-03-04,11497.4,btc
2018-03-05,11532.4,btc
